timestamp,open,high,low,close,signal
1640995200.0,46216.93,46731.39,46208.37,46656.13,0.6708249899879856
1640998800.0,46656.14,46949.99,46574.06,46778.14,0.826088694366169
1641002400.0,46778.14,46928.94,46721.96,46811.77,0.5261149822285588
1641006000.0,46811.77,46916.63,46760.12,46813.2,0.6219052204967698
1641009600.0,46813.21,46887.33,46591.23,46711.05,0.5600431663302624
1641013200.0,46711.05,47555.55,46673.94,47192.55,0.9127473760115375
1641016800.0,47192.56,47324.42,46940.0,46979.62,0.4203541591717632
1641020400.0,46979.61,47255.85,46864.84,47194.73,0.9316100591123134
1641024000.0,47194.73,47344.69,47075.11,47124.82,0.15266078486167112
1641027600.0,47124.82,47215.56,46933.58,47143.98,0.6416850009083018
1641031200.0,47143.98,47298.75,46715.39,46871.08,0.34885771543086175
1641034800.0,46871.09,47007.73,46756.77,46758.87,0.13768838210669004
1641038400.0,46758.87,47150.48,46756.3,47074.05,0.8049067517702204
1641042000.0,47074.05,47199.67,46935.09,47023.24,0.49394784912780776
1641045600.0,47023.24,47100.0,46850.18,46926.22,0.49968127490039843
1641049200.0,46920.01,47491.14,46871.69,47219.04,0.6889418455623197
1641052800.0,47219.04,47527.24,47186.07,47268.62,0.6149557823811338
1641056400.0,47268.61,47954.63,47238.81,47754.48,0.8639724298222765
1641060000.0,47754.47,47844.97,47420.0,47560.55,0.1655641051264115
1641063600.0,47560.54,47611.84,47292.72,47329.78,0.07472448346900815
1641067200.0,47329.79,47559.03,47250.18,47391.82,0.36813701085333067
1641070800.0,47391.82,47573.05,47268.79,47319.67,0.5784116085507275
1641074400.0,47319.66,47490.98,47222.22,47440.74,0.6629249518922387
1641078000.0,47440.74,47814.0,47277.77,47722.65,0.9465021399144035
1641081600.0,47722.66,47750.0,47381.12,47625.3,0.29206617218436554
1641085200.0,47625.29,47641.83,47315.38,47377.97,0.17561826125295604
1641088800.0,47377.97,47449.56,47275.5,47370.5,0.48977313504246245
1641092400.0,47370.49,47467.11,47269.47,47329.47,0.1236509896061487
1641096000.0,47329.47,47415.73,46770.23,46910.3,0.21585329191301733
1641099600.0,46910.3,47089.63,46832.08,47081.28,0.5515232262169901
1641103200.0,47081.28,47244.0,47011.24,47122.61,0.7863737663164597
1641106800.0,47122.6,47300.0,47087.62,47173.45,0.4520764219193413
1641110400.0,47173.44,47247.12,46970.05,47222.4,0.7451007838745801
1641114000.0,47222.4,47499.45,47144.12,47273.24,0.42508025682182987
1641117600.0,47273.23,47348.34,47140.3,47188.89,0.485559205255568
1641121200.0,47188.88,47400.0,47159.57,47235.5,0.6422093162019173
1641124800.0,47238.89,47447.0,47013.5,47292.95,0.4389155730621596
1641128400.0,47289.67,47300.86,47090.0,47137.35,0.24733989158803454
1641132000.0,47137.35,47202.39,47020.0,47112.55,0.238515406162465
1641135600.0,47112.54,47390.0,47071.27,47340.47,0.5938181454436331
1641139200.0,47340.47,47886.0,47273.64,47792.3,0.5326850890503954
1641142800.0,47792.29,47990.0,47317.46,47401.14,0.05005399352077751
