timestamp,open,high,low,close,signal
1640995200.0,3676.22,3730.0,3676.22,3723.04,0.6525623600895427
1640998800.0,3723.04,3748.45,3714.1,3724.89,0.21764283434407916
1641002400.0,3724.88,3738.47,3722.23,3728.32,0.49379567906192273
1641006000.0,3728.41,3737.0,3721.84,3723.96,0.34770213022265944
1641009600.0,3723.96,3728.07,3707.24,3708.21,0.3197164819806329
1641013200.0,3708.2,3765.27,3702.84,3735.61,0.2538432321132279
1641016800.0,3735.6,3742.67,3708.33,3711.92,0.38037655900223855
1641020400.0,3711.93,3724.93,3701.0,3715.31,0.10796180888462768
1641024000.0,3715.32,3733.84,3708.6,3721.4,0.8383001656719695
1641027600.0,3721.14,3730.0,3709.38,3718.67,0.3464447200992357
1641031200.0,3718.67,3731.88,3673.46,3691.39,0.4174915499758571
1641034800.0,3691.39,3712.19,3691.02,3693.37,0.8336899043313285
1641038400.0,3693.38,3718.24,3693.37,3716.28,0.37972095261005534
1641042000.0,3716.28,3724.93,3706.32,3710.03,0.4389933606329265
1641045600.0,3710.04,3713.68,3691.88,3697.61,0.39098962186806374
1641049200.0,3697.04,3745.36,3693.22,3725.3,0.5314274290283887
1641052800.0,3725.29,3749.98,3718.71,3727.62,0.41478427154296643
1641056400.0,3727.61,3764.98,3727.24,3760.77,0.3628882452811345
1641060000.0,3760.76,3766.0,3740.0,3752.58,0.7423806214633177
1641063600.0,3752.58,3757.86,3736.0,3747.61,0.8634449568879086
1641067200.0,3747.6,3776.45,3740.35,3761.02,0.7098270091535949
1641070800.0,3761.02,3776.0,3745.91,3748.65,0.3239445042459036
1641074400.0,3748.66,3764.15,3740.0,3757.89,0.4276164405300325
1641078000.0,3757.89,3774.9,3745.0,3765.54,0.10438113478573138
1641081600.0,3765.54,3771.0,3750.2,3761.58,0.6411178362397875
1641085200.0,3761.57,3763.66,3742.34,3747.0,0.6803231159898426
1641088800.0,3747.0,3753.36,3741.8,3746.5,0.49419535628502803
1641092400.0,3746.5,3760.87,3743.0,3758.55,0.8880588022653332
1641096000.0,3758.13,3761.92,3717.3,3724.34,0.5181244364292155
1641099600.0,3724.34,3745.74,3720.17,3744.69,0.6122197487676896
1641103200.0,3744.69,3749.98,3737.55,3738.52,0.20215837365350536
1641106800.0,3738.52,3751.93,3734.2,3747.22,0.6092024783541187
1641110400.0,3747.22,3748.64,3732.39,3744.0,0.25652191282809317
1641114000.0,3744.0,3770.0,3738.17,3753.48,0.6326279429864613
1641117600.0,3753.49,3758.8,3740.0,3743.16,0.4173994723798865
1641121200.0,3743.17,3756.98,3741.02,3744.01,0.3784291769975206
1641124800.0,3744.06,3759.83,3730.33,3753.95,0.6284059945504087
1641128400.0,3753.95,3756.94,3739.86,3745.28,0.6505420515800653
1641132000.0,3745.29,3757.43,3743.0,3752.59,0.7699767105685834
1641135600.0,3752.6,3790.38,3751.79,3778.17,0.6054087522719556
1641139200.0,3778.17,3849.92,3778.08,3838.62,0.7903829136835331
1641142800.0,3838.63,3857.44,3811.1,3823.82,0.8661381155889284
1641146400.0,3823.82,3825.0,3771.91,3795.06,0.5232572187990818
1641150000.0,3795.06,3806.3,3784.2,3798.72,0.9074070369851779
1641153600.0,3799.0,3814.42,3794.24,3810.26,0.5494330333723417
1641157200.0,3810.27,3827.8,3802.01,3811.57,0.4949717096187296
1641160800.0,3811.57,3833.33,3810.21,3827.7,0.34307489198271723
1641164400.0,3827.7,3840.02,3820.09,3828.27,0.41501690004828584
1641168000.0,3828.11,3828.79,3805.82,3807.03,0.5029439847231063
1641171600.0,3807.03,3810.7,3794.67,3805.78,0.261383002185376
1641175200.0,3805.78,3806.68,3784.77,3798.45,0.5981833129474043
1641178800.0,3798.45,3806.36,3775.7,3785.0,0.6434235493857985
1641182400.0,3785.24,3799.73,3780.3,3791.87,0.6131622799092533
1641186000.0,3791.87,3822.99,3790.72,3812.13,0.4088586370713402
1641189600.0,3812.14,3817.02,3799.6,3803.17,0.6462715871298633
1641193200.0,3803.18,3811.0,3798.33,3808.88,0.299514971740089
1641196800.0,3808.88,3821.99,3804.72,3807.4,0.6515362850197266
1641200400.0,3807.39,3818.3,3789.66,3808.86,0.5158924205378973
1641204000.0,3808.86,3830.7,3808.18,3823.97,0.5379022838039231
1641207600.0,3823.97,3845.0,3823.97,3834.61,0.1884894096979618
1641211200.0,3834.61,3838.51,3816.84,3819.1,0.5357293022324557
1641214800.0,3819.1,3830.43,3818.49,3819.29,0.6154927315075094
1641218400.0,3819.28,3853.09,3802.85,3804.19,0.7349022912403194
1641222000.0,3804.19,3814.11,3777.0,3784.04,0.4085446460761928
1641225600.0,3784.04,3795.0,3735.2,3748.93,0.186338011275039
